content
"Thank you for all you have been doing to fight the spread of this virus, and to protect our NHS.
 
We can beat this together.pic.twitter.com/gXdlVGsxyc"

"If you have coronavirus symptoms (a high temperature, a new continuous cough, or a loss or change to sense of taste or smell) you need to self-isolate and get tested.

There is plenty of capacity and anyone with symptoms is eligible. Order a test from http://nhs.uk/coronavirus   1/2"

"On #WorldEnvironmentDay, we're pledging  10.9 million to protect rare wildlife and habitats, including: 
 
Turtles in the British Virgin Islands 
Penguins in South Georgia and the South Sandwich Islands 
Coral reefs in the Comoros 
Chimpanzees in Uganda pic.twitter.com/pA6XW6RTBF"

"Whilst we are all rightly focused on beating coronavirus, we cannot lose sight of the need to protect our people and our planet from the devastating threat of climate change and biodiversity loss if nothing is done. 1/4"

"1/2: It was a privilege to host yesterday ۪s Global Vaccine Summit, bringing together countries to vaccinate against the world ۪s deadliest diseases. The Summit has raised an incredible $8.8bn for @Gavi.pic.twitter.com/9ub6kaviuf"

WATCH LIVE: Prime Minister @BorisJohnson closes the Global Vaccine Summit @gavi #VaccinesWork #GVS2020https://twitter.com/i/broadcasts/1OdJrqOZzLXGX ʉ _

"Let ۪s continue to fight this virus by staying alert, keeping 2 metres away from others, and regularly washing our hands. 
 
#StayAlertpic.twitter.com/mC0WZXec6B"

"Today I call on countries to back @Gavi, the Global Vaccine Alliance. 

Let ۪s fortify this lifesaving alliance and inaugurate a new era of global health co-operation, which I believe is now the most essential shared endeavour of our lifetimes.https://twitter.com/10DowningStreet/status/1268514588481466370 ʉ _"

"We all have a role to play in beating this virus. Thank you for all that you are doing. 

#StayAlertpic.twitter.com/lPhIojTnp4"

"#OTD in 1940, Operation Dynamo, the evacuation of the British and Allied armies from the beaches near Dunkirk, concluded. In total 338,226 personnel were rescued. You can read more about Dunkirk & the Battle of France here:  http://ow.ly/tWDB50zVElL   #WeWillRememberThem #Dunkirk80pic.twitter.com/Zij4NfitwX"

"WATCH LIVE: #coronavirus press conference (3 June 2020)
 
Speakers:

@BorisJohnson, Prime Minister
 Prof Chris Whitty, @CMO_England
 Sir Patrick Vallance, @uksciencechiefhttps://twitter.com/i/broadcasts/1rmxPAvREVqKN ʉ _"

"If you are experiencing symptoms of #coronavirus, you should self-isolate and ask for a test. 
 
Home testing kits are available for anyone with symptoms and members of their household. 
 
You can apply for a test here: http://nhs.uk/coronavirus  pic.twitter.com/kmSzSBoTVE"

"Thank you for all that you are doing to fight this virus. 
 
As we begin to ease some restrictions, it ۪s important that we #StayAlert to the risk of infection, and stay 2 metres away from others.pic.twitter.com/qB5YNBR5pd"

"Britain wants nothing more than for Hong Kong to succeed under    one country, two systems ۝. I hope that China wants the same. Let us work together to make it so.https://www.gov.uk/government/speeches/pm-boris-johnson-article-on-hong-kong-3-june-2020 ʉ _"

"If you have symptoms of #coronavirus, you should self-isolate and get yourself tested. 
 
Symptoms include: 
 a high temperature 
 a new continuous cough 
 change or loss of smell or taste 
 
To book a test visit: https://nhs.uk/coronavirus  pic.twitter.com/2AqVI5RhOC"

"During #VolunteersWeek I want to say a big thank you to all the volunteers across the UK. 
 
Whether you ۪ve helped a neighbour with their shopping, or delivered supplies to local hospitals, your kindness and compassion has been admired by us all.
 
Keep going, and thank you.pic.twitter.com/Yjt7Qt03Wk"

"At the start of #PrideMonth, I want to thank those in the LGBT community and campaigners for their inspirational work, in fighting tirelessly to overcome the prejudices many face. 

Your contribution has helped shape a better future for people in the UK and around the world."

"You are eligible for a test if you have #coronavirus symptoms:
 
 a high temperature 
 a new continuous cough 
 loss or change to your sense of smell or taste

More information here: http://nhs.uk/coronavirus  pic.twitter.com/OqaSeZwgP4"

"As we begin to ease some restrictions in England today, it ۪s important that we all #StayAlert to the risk of coronavirus. 
 
Remember to wash your hands, stay 2 metres apart, and if you have symptoms, self-isolate and get tested.pic.twitter.com/0N6PNC4wsZ"

"From today, in England, you will be allowed to meet up to five friends in public outdoor places or in your garden. This will be a moment of joy and relief for many. 

Please remember to keep 2 metres away from those you don ۪t live with, and wash your hands regularly."

"Have you got symptoms of coronavirus? 

If so, you must get tested. Click below "

"Stay alert by washing your hands regularly, using soap and water.

#StayAlertpic.twitter.com/yWGgQLCPog"

"I know many of you will be enjoying the warmer weather today. 
 
If you ۪re out exercising or meeting a friend, remember to stay 2 metres apart and wash your hands regularly. 

#StayAlertpic.twitter.com/DXMbvX8hFn"

"Thanks to our collective national effort, we have protected our NHS and saved many lives. 
 
Let ۪s continue to fight this virus by staying alert and keeping 2 metres apart. #StayAlertpic.twitter.com/9EtUNif28x"

"As we begin to ease some restrictions, it ۪s so important that we continue to stay alert to the risk of infection. 

Keep 2 metres away from others and wash your hands regularly.      

#StayAlertpic.twitter.com/Fztuj8Efjm"

"WATCH LIVE: #coronavirus press conference (29 May 2020)
 
Speakers:

 @RishiSunak, Chancellor of the Exchequer  
 Prof Stephen Powis, @NHSEnglandhttps://twitter.com/i/broadcasts/1YqJDEZazAAxV ʉ _"

"On International Day of UN Peacekeepers, I want to pay my tribute to the Blue Helmets and many others who do so much to bring peace in areas of the world torn apart by conflict. 

#PKDay"

"From Monday we will allow up to six people to meet outside, provided those from different households continue strictly to observe social distancing rules by staying two metres apart. (1/3)"

"Thanks to your resolve and dedication, the five tests are being met and we can now start to ease some restrictions in England. 

As places begin to reopen, we must all continue to #StayAlert and keep 2 metres away from others.pic.twitter.com/Qgnme5V08N"

"WATCH LIVE: #coronavirus press conference (28 May 2020)
 
Speakers:
 
 @BorisJohnson, Prime Minister
 Professor Chris Whitty, @CMO_England
 Sir Patrick Vallance, @uksciencechiefhttps://twitter.com/i/broadcasts/1ZkJzLRZBbRKv ʉ _"

"The NHS Test and Trace service will now start emailing, phoning and texting people who have been in close contact with confirmed coronavirus cases.

The team will call from: 0300 013 5000
OR send a text message from    NHS ۝"

"Together we have made it through the peak, but we ۪re not yet back to normal.

Please continue to #StayAlert and keep 2 metres away from others when outside.pic.twitter.com/yR2DpjxtrK"

"We all have a role to play in beating coronavirus. 
 
#StayAlert, control the virus, save lives.pic.twitter.com/AcG3TKgDj9"

"We ۪re past the peak, but we can ۪t get complacent. 

Stay alert, keep 2 metres away from others and wash your hands regularly.

#StayAlertpic.twitter.com/F8x3rypVC7"

"If you have symptoms of #coronavirus, you are eligible for testing.

To book a test visit: https://nhs.uk/coronavirus  pic.twitter.com/Vzs0DVDCBP"

"WATCH LIVE: #coronavirus press conference (25 May 2020)
 
Speakers:
 
 @BorisJohnson, Prime Minister 
 Prof Yvonne Doyle, @PHE_ukhttps://twitter.com/i/broadcasts/1yNGaQgMdXnGj ʉ _"

"WATCH LIVE: #coronavirus press conference (24 May 2020)

Speakers: 

  PM @BorisJohnson
  Prof Stephen Powis, @NHSEnglandhttps://twitter.com/i/broadcasts/1jMJgQmRzgOKL ʉ _"

"If you have symptoms of #coronavirus, you should self-isolate and get yourself tested. 

To book a test visit: https://nhs.uk/coronavirus  pic.twitter.com/Hngxgl6n7d"

"If you have symptoms of #coronavirus, you should self-isolate and get yourself tested. 

Symptoms include: 
 a high temperature 
 a new continuous cough 
 change or loss of smell or taste 

To book a test visit: https://nhs.uk/coronavirus  pic.twitter.com/a07bsZlyu0"

"Seven years on from his murder on a London street, we remember Fusilier Lee Rigby. On this sad day, my thoughts are with his family, friends and colleagues."

"It ۪s so important we all continue to stay alert and follow the rules. 

Keep 2 metres from others. Wash your hands regularly. 

Self-isolate immediately if you develop a new continuous cough, a high temperature or a change or loss of your sense of taste or smell.

#StayAlertpic.twitter.com/dbDeA0EXNH"

"Today, on the third anniversary of the Manchester Arena attack, we remember the 22 lives which were so cruelly taken. My thoughts are with all of those grieving for the loss of their loved ones."

"Today I hosted a summit to explore how we can ensure that all children and adults are protected and supported during this challenging time. 

It is vital that we come together and bring all our collective expertise to ensure we do everything we can to support those at risk.pic.twitter.com/QujgDNtlC6"

"We must all continue to #StayAlert, and follow the rules on social distancing.pic.twitter.com/QKJ5r2da6Q"

"Specific support is available to NHS and social care workers who are struggling with their mental health.

Text    FRONTLINE ۪ to 85258 to start a conversation.pic.twitter.com/Uhh01j0Zcj"

".@captaintommoore you have inspired us all with your fantastic fundraising efforts. 

On behalf of the whole country, I want to say a huge thank you.https://www.bbc.co.uk/news/uk-england-beds-bucks-herts-52732300 ʉ _"

"I know this has been a tough time for so many people. Thank you for all of the sacrifices you have made. 

We are past the peak, and I ۪m confident that if we continue to follow the rules and work together, we will beat this virus and be reunited with our friends and family soon."

"Thank you for all you are doing to fight this virus. 

Let ۪s keep going.

#StayAlertpic.twitter.com/hkLCodZzc8"

"UPDATE

Anyone over the age of 5 with symptoms of #coronavirus will now be eligible for testing. 
 
Symptoms include: 
 a high temperature 
 a new continuous cough 
 loss or change to your sense of smell or taste

To book a test visit: http://nhs.uk/coronavirus  pic.twitter.com/cfF1Ly5aD3"

The common sense of the British people got us through that first phase of this disease. I am absolutely confident it will get us through the next as well. #StayAlert

"Thank you for all that you are doing.

Please #StayAlert and continue to follow the government guidelines: https://www.gov.uk/coronavirus  pic.twitter.com/sSqbEgyVEf"

"These are difficult times for all. Talking to others about how we are feeling and reaching out to those in need has never been more important. 

If you are struggling, or are worried about someone, reach out for help: https://www.nhs.uk/oneyou/every-mind-matters/ ʉ _
#MentalHealthAwarenessWeek"

We can beat this virus together     but only if we stay alert.pic.twitter.com/KR4TEO96fN

"I know this will not be easy     the first baby steps never are. But I hope that, when we look back, the changes we have made this week will be seen as an important moment on the road to our nation ۪s recovery.https://www.gov.uk/government/speeches/prime-ministers-article-in-the-mail-on-sunday-17-may-2020 ʉ _"

"We all have a role to play in containing the virus. 

Read the latest government advice here: https://gov.uk/government/publications/coronavirus-outbreak-faqs-what-you-can-and-cant-do/coronavirus-outbreak-faqs-what-you-can-and-cant-do ʉ _
#StayAlertpic.twitter.com/LAIKLmMGkL"

"This weekend, we must all continue to stay alert and control the virus.

#StayAlertpic.twitter.com/UQJ9QbHWrJ"

"Like the front windows of houses across the nation, our window at Downing Street is filled with rainbows drawn by children in support of the NHS.
 
Thank you to all the families who have sent in their drawings to be displayed. They are a symbol of hope for us all. #ThankYouNHSpic.twitter.com/2uFL7IghGU"

We can beat this virus together - but only if we all continue to #StayAlert and follow the rules on social distancing.pic.twitter.com/QM3Wx5b1B6

"We all have a role to play in containing the virus. 

Read the latest government advice here: https://gov.uk/government/publications/coronavirus-outbreak-faqs-what-you-can-and-cant-do/coronavirus-outbreak-faqs-what-you-can-and-cant-do ʉ _
#StayAlertpic.twitter.com/UmgLOn0G3l"

"Thank you for all that you have been doing so far. 

Let ۪s keep going.pic.twitter.com/IrEkFgVAQy"

"There could be no greater mistake than to jeopardise everything we have striven to achieve by proceeding too far and too fast. 

We must all continue to #StayAlert, so that we can control the virus and save lives."

"We can help control the virus if we all stay alert.

#StayAlertpic.twitter.com/iZEdDWdKaC"

"We will beat this virus together. 

Please continue to stay alert, and follow the latest guidelines: https://www.gov.uk/government/publications/coronavirus-outbreak-faqs-what-you-can-and-cant-do/coronavirus-outbreak-faqs-what-you-can-and-cant-do ʉ _
#StayAlertpic.twitter.com/hpvmrrFEKG"

"We must continue to stay alert, control the virus and save lives. 

Read the latest government advice here:https://www.gov.uk/coronavirus  "

"We have published a roadmap for how and when the UK government will adjust our response to the COVID-19 crisis. 

You can read it here: https://www.gov.uk/government/publications/our-plan-to-rebuild-the-uk-governments-covid-19-recovery-strategy ʉ _
#StayAlertpic.twitter.com/3cjzIDNF5j"

"1/ The job retention scheme will be extended, for four months, until the end of October. 

By that point, we will have provided eight months of support to British people and businesses. Until the end of July, there will be no changes to the scheme whatsoever.pic.twitter.com/gQznY4c2Ir"

"We must continue to control the virus and save lives. 

Read the latest government advice here: https://www.gov.uk/government/publications/coronavirus-outbreak-faqs-what-you-can-and-cant-do/coronavirus-outbreak-faqs-what-you-can-and-cant-do ʉ _
#StayAlertpic.twitter.com/32jBdKD5W4"

"WATCH LIVE: #coronavirus press conference (11 May 2020)
 
Speakers:
 
 @BorisJohnson, Prime Minister 
 Prof Chris Whitty, @CMO_England
 Sir Patrick Vallance, @uksciencechiefhttps://twitter.com/i/broadcasts/1lPKqVXOOmwGb ʉ _"

WATCH LIVE: Prime Minister @BorisJohnson makes a statement in @HouseOfCommons on #coronavirushttps://twitter.com/i/broadcasts/1ypJdQgkdWYxW ʉ _

"Do you want to ask me a question at today ۪s Downing Street Q&A?

If so, you can submit yours here: http://gov.uk/ask  pic.twitter.com/Dq4UWzbxHA"

" THREAD 

To chart our progress and to avoid going back to square one, we are establishing a new COVID Alert System run by a new Joint Biosecurity Centre.

That COVID Alert Level will be determined primarily by R and the number of coronavirus cases. #StayAlertpic.twitter.com/HZAY10MF5j"

"Do you want to ask me a question tomorrow? 

If so, you can submit yours here: https://www.gov.uk/ask  pic.twitter.com/0YjII03Y8P"

An important update to the nation on coronavirus:https://youtu.be/bjvRhrJqNHI  

"If we all #StayAlert and follow the rules, we can control the virus by keeping the rate of infection (R) and the number of new cases down.

Stay Alert 

Control The Virus 

Save Lives pic.twitter.com/KULsVfAVyT"

"We can control the virus if we all #StayAlert:

 Stay home as much as possible
 Work from home if you can
 Limit contact with others 
 Keep your distance if you go out
 Wash your hands
 Self-isolate if you or anyone in your household has symptoms"

"Thank you for all that you are doing. We cannot risk a second peak that would overwhelm the NHS, so let ۪s keep going.pic.twitter.com/z0uxlPFUI5"

"I know this has been a difficult time for many. If you are struggling with your mental health, or are worried about a friend or family member, there is help available.https://www.nhs.uk/oneyou/every-mind-matters/ ʉ _"

"Thank you for all you are doing to protect our NHS and save lives. 

This bank holiday weekend, please stay at home, so we don ۪t undo everything that ۪s been done so far."

"WATCH: Prime Minister Winston Churchill ۪s message to the nation and the commonwealth on Victory in Europe (VE) Day, 8 May 1945.https://www.pscp.tv/w/cYQLXTIyOTU1OTR8MVlxS0RFZW1ZUmFHVsejX5KZSSFsUHTX9T8WYfzkbjmUuKepupHtgKpX-i79 ʉ _"

"Thank you for all that you are doing to protect our NHS and save lives.

#StayHomeSaveLivespic.twitter.com/xN5HGVnwgx"

"I observed two minutes silence in remembrance of those who fell for the cause of freedom in the Second World War, which ended in Europe 75 years ago today. Our gratitude to them will be eternal. 

#VEDay75pic.twitter.com/VtvFE0Zpab"

"We are past the peak of this disease. But we can ۪t get complacent.
 
Please continue to follow the rules on social distancing and stay at home to save lives. 
 
#StayHomeSaveLives"

"Tonight I lit a candle by the grave of the Unknown Warrior in Westminster Abbey in remembrance of those who gave their lives for the cause of freedom in the Second World War, which ended in Europe 75 years ago tomorrow.

#LestWeForget #VEDay75pic.twitter.com/bbSLEpmNAz"

"We cannot risk a second peak of this disease. 

We must keep going. 

#StayHomeSaveLivespic.twitter.com/msMcCqQ44n"

"This has been a difficult time for our country, but if we all continue to follow the rules and protect our NHS, then we can beat this virus together. 

#StayHomeSaveLives"

"If we all continue to follow the rules, we will come through this faster and the United Kingdom will emerge stronger than ever before. 

#StayHomeSaveLivespic.twitter.com/T6CZJeb0AB"

"Millions of people across this country have been doing the right thing: going through the hardship of self-isolation, faithfully, patiently, with thought and care for others as well as for themselves. 
 
Thank you for all you are doing, and please keep going. 

#StayHomeSaveLives"

"Thank you to all the midwives across the UK who continue to show extraordinary kindness and courage during these challenging times. Your compassion, care and expertise are needed now more than ever. #IDM2020"

Thank you for all that you are doing to save lives and protect our NHS. Let ۪s keep going.pic.twitter.com/iYaiZlP99L

"Thank you all for complying with the measures we have put in place. 

Your actions have saved many lives, but we must keep going.pic.twitter.com/PMbULDXiqU"

"The race to discover the vaccine to defeat this virus is not a competition between countries, but the most urgent shared endeavour of our lifetimes.

It ۪s humanity against the virus - we are in this together, and together we will prevail."

"We are past the peak of coronavirus. But we all need to continue to behave in the way we have, so we don ۪t undo our hard work.pic.twitter.com/HHZ2qEUwae"

"Last Monday I announced Bounce Back Loans, today they open for business.
 
Borrow between  2,000 and  50,000
Easy 7 question form to fill
Interest-free first year
Repay over 6 years, 2.5% interest rate, no early penalty

https://www.gov.uk/government/news/new-bounce-back-loans-to-launch-today ʉ _ #BounceBackLoanspic.twitter.com/UzGAzjJIgx"

"Thank you to everyone who has been following the rules on social distancing and staying at home. 
 
We will beat this together.pic.twitter.com/xf2pCXgarZ"

"If you keep going in the way that you have kept going so far, we will come through this all the faster and the United Kingdom will emerge stronger than ever before.pic.twitter.com/e3xaYF1XEt"

There are five key tests that we must satisfy before we can adjust the current measures. - 1/6

"We must continue to follow the rules on social distancing, and stay at home to protect our NHS.pic.twitter.com/cTkRMPkZ2T"

Thank you for all that you are doing to save lives and protect our NHS. Let ۪s keep going.pic.twitter.com/mpQ3PSbcix

"Thank you for all the wonderful messages you sent me when I was unwell, and for all you are doing to keep yourselves and others safe.pic.twitter.com/BSyXjUctZ0"

"I can confirm that we are past the peak of this disease. 

We are past the peak and we are on the downward slope.
 
And we have so many reasons to be hopeful for the long term. 

But we can only defeat coronavirus by our collective discipline and working together."

"At today ۪s press conference I was asked about mental health, which is a huge concern at this time. If you or a loved one are struggling, there is help available:https://www.nhs.uk/oneyou/every-mind-matters/ ʉ _"

"1/3: I know how hard and how stressful it has been to give up even temporarily those ancient and basic freedoms, not seeing friends, not seeing loved ones, working from home, managing the kids, worrying about your job and your firm."

"Captain Tom - today, on your 100th birthday, allow me to express the admiration and gratitude of a whole nation for your heroic fundraising mission.pic.twitter.com/4sYkyGIQhb"

Happy Birthday Tom and thank you for your warm wishes!https://twitter.com/BBCBreakfast/status/1255763819558830080 ʉ _

"Thank you to everyone across the country who is following the rules and helping us beat #coronavirus. 

#StayHomeSaveLivespic.twitter.com/cQSZqUizBt"

"We ۪ve got to keep going.
 
Follow the guidance on social distancing, and stay at home to protect our NHS and save lives.pic.twitter.com/N2gfpmQcDM"

This morning I took part in a minute ۪s silence to remember those workers who have tragically died in the coronavirus pandemic. The nation will not forget you.pic.twitter.com/6yV5PCINyM

WATCH LIVE: PM @BorisJohnson makes a statement outside 10 Downing Streethttps://www.pscp.tv/w/cXU5ezIyOTU1OTR8MW1yR21Rcm1yUndHebKxIVB5h727SwiENOm3yWdKHoCS-r2U4iNwGV_hF37U ʉ _

"Last night, on the advice of my doctor, I went into hospital for some routine tests as I ۪m still experiencing coronavirus symptoms. I ۪m in good spirits and keeping in touch with my team, as we work together to fight this virus and keep everyone safe."

"Thank you for doing your bit in the fight against #coronavirus. 

Stay home, protect the NHS and save lives. 
 
#StayHomeSaveLivespic.twitter.com/5p2dsucMbK"

"WATCH LIVE: #coronavirus press conference (5 April 2020)

Speakers:
 @MattHancock, Health Secretary 
 Dr Jenny Harries, Deputy Chief Medical Officerhttps://twitter.com/i/broadcasts/1MYxNkXzXMOKw ʉ _"

"We can beat this together. 

#StayHomeSaveLivespic.twitter.com/uXZzNUXhJ8"

"You might catch more than the sun at the beach today.

Don't put lives at risk.

#StayHomeSaveLivespic.twitter.com/gzj2lFFptu"

"Thank you to everyone who is saving lives by staying at home this weekend. 

I know it's tough, but if we all work together and follow the guidance we will beat #coronavirus.

#StayHomeSaveLives"

"WATCH LIVE: #coronavirus press conference (4 April 2020)

Speakers:
 @michaelgove, Chancellor of the Duchy of Lancaster
 Prof Stephen Powis, @NHSEnglandhttps://twitter.com/i/broadcasts/1lPJqVwrYowxb ʉ _"

I have just spoken to @Keir_Starmer & congratulated him on becoming Labour leader. We agreed on the importance of all party leaders continuing to work constructively together through this national emergency. I have invited him and other opposition leaders to a briefing next week.

"Don ۪t be tempted to meet friends at the park this weekend. 

Do your bit to protect the NHS and save lives by staying at home.

#StayHomeSaveLives #coronaviruspic.twitter.com/kJ5Xd8p0to"

I have written to all leaders of opposition parties to invite them to work together at this moment of national emergency.pic.twitter.com/HgEsMo3DO2

"This country has made a huge effort, a huge sacrifice, and done absolutely brilliantly well in delaying the spread of the virus. 

But in this fine weather, please don't be tempted to break the regulations. I urge everyone to stay at home, protect the NHS and save lives."

"If you go out this weekend, you might catch more than the sun. 

#Coronavirus #StayHomeSaveLivespic.twitter.com/4IOkmhCNyI"

"WATCH LIVE: #coronavirus press conference (3 April 2020)

Speakers: 
 @MattHancock, Health Secretary 
 Prof Jonathan Van-Tam, Deputy Chief Medical Officer
 Ruth May, @CNOEnglandhttps://twitter.com/i/broadcasts/1lDxLgjoLykJm ʉ _"

"Thank you to everyone involved in building the new NHS Nightingale Hospital over the past fortnight.

This immense effort means we will have an extra 4,000 beds to care for #coronavirus patients.pic.twitter.com/wbLOSmtaAP"

"Stay at home, protect the NHS, save lives. 

#StayHomeSaveLivespic.twitter.com/3w3D8UcuUT"

"Yesterday's data showed more people were using transport than in previous days. 

Please do not leave your house unless absolutely necessary. It really will save lives. 

#StayHomeSavesLives"

"WATCH LIVE: #coronavirus press conference (1 April 2020)

Speakers:
 @AlokSharma_RDG,  @BEISgovuk Secretary 
 Dr Yvonne Doyle, Director for Health Protection and Medical Director @PHE_ukhttps://twitter.com/i/broadcasts/1OdKrqylWbyxX ʉ _"

"I'm staying at home to protect our NHS and save lives.

If we all follow government advice, we can beat #coronavirus together.

#StayHomeSaveLives"

"Thank you Kaydyn for staying at home. Glad the food box arrived. 

We ۪re doing everything we can to protect people like you.

#StayHomeSaveLiveshttps://twitter.com/RobertJenrick/status/1244935788909006848 ʉ _"

WATCH LIVE: Chancellor of the Duchy of Lancaster @MichaelGove hosts the #coronavirus press conference (31 March 2020)https://twitter.com/i/broadcasts/1yoJMaeAYnlJQ ʉ _

"This morning I chaired the first ever digital Cabinet. 

Our message to the public is: stay at home, protect the NHS, save lives. #StayHomeSaveLivespic.twitter.com/pgeRc3FHIp"

WATCH LIVE: Foreign Secretary @DominicRaab hosts the #coronavirus press conference (30 March 2020)https://twitter.com/i/broadcasts/1nAJEdVVWQyGL ʉ _

"Thank you to the 20,000 former staff coming back to the NHS.

And thank you to the 750,000 people who have volunteered to help vulnerable people through this crisis.

We will get through it together.

#Coronavirus #StayHomeSaveLives"

"I ۪ve been working from home and continuing to lead the government ۪s response to coronavirus.

Stay at home, protect the NHS, and save lives. #StayHomeSaveLivespic.twitter.com/tYqHYa0Sfy"

WATCH LIVE: Secretary of State for @mhclg @RobertJenrick hosts the #coronavirus press conference (29 March 2020)https://twitter.com/i/broadcasts/1PlKQmZlRLMKE ʉ _

"PM @BorisJohnson is writing to every UK household to urge them to stay at home, protect the NHS and save lives. 

#StayHomeSaveLivespic.twitter.com/GMNPqEl10d"

WATCH LIVE: Secretary of State for BEIS @AlokSharma_RDG hosts the #coronavirus press conference (28 March 2020)https://twitter.com/i/broadcasts/1ynJOpNZLBvxR ʉ _

WATCH LIVE: Chancellor of the Duchy of Lancaster @MichaelGove hosts the #coronavirus press conference (27 March 2020)https://twitter.com/i/broadcasts/1zqKVlWAmgmJB ʉ _

WATCH LIVE: Chancellor @RishiSunak hosts the #coronavirus press conference (26 March 2020)https://twitter.com/i/broadcasts/1DXxyeoOnWkxM ʉ _

"Governments around the world must step up to help us defeat #coronavirus.

I ۪ve announced a further  210m of aid funding for vaccine research following today's G20 call, meaning the UK is going above and beyond in the search for a vaccine. 

 https://www.gov.uk/government/news/pm-announces-record-funding-to-find-a-coronavirus-vaccine ʉ _pic.twitter.com/xLahX2PYyB"

"I want to thank all of our brilliant public servants, not only in the NHS, but also in the Police, Armed Forces, local government, social care and elsewhere - you have shown extraordinary courage in facing this national emergency. Our country owes you a huge debt of gratitude.pic.twitter.com/ExjgZ2HhYM"

"Thank you to the 405,000 incredible NHS volunteer responders who have signed up today.

If you want to sign up, follow this link: https://www.goodsamapp.org/NHS  pic.twitter.com/Ii8NvVy1TK"

"We ۪re taking the right measures at the right time. It is vital to slow the spread of the disease, so stay at home, protect the NHS and save lives. #StayHomeSaveLives"

"This evening, Prime Minister @BorisJohnson took part in the weekly Audience of Her Majesty The Queen by telephone from his Downing Street office.pic.twitter.com/coXSH78CoR"

WATCH LIVE: PM @BorisJohnson hosts the #coronavirus press conference (25 March 2020)https://twitter.com/i/broadcasts/1ynJOpkBZyyxR ʉ _

" Stay at home
 Protect the NHS
 Save lives

Millions of people are already following the rules, and helping to save lives. Please play your part by staying at home. 

#StayHomeSaveLives
http://gov.uk/coronavirus  pic.twitter.com/bGGxx8rK9z"

"Your NHS needs you. If you can help the NHS during the #coronavirus pandemic, visit https://cards.twitter.com/cards/8gvv3/98w25 ʉ _"

"Fantastic to see so many people doing their bit in the fight against #coronavirus

If you want to volunteer to help the NHS, you can do so here: https://www.goodsamapp.org/NHS  https://twitter.com/NHSEngland/status/1242726700083011585 ʉ _"

"Thank you to the 11,788 former NHS staff who have answered the call to support the health service as it responds to #coronavirus.

Now people must stay at home to support you, so that you can be there to support us in our hour of need. #StayHomeSaveLives"

"Our athletes are committed to being the best in their field- day in, day out. To see their chance at Olympic glory postponed is hugely disappointing. But they recognise that this means more. We must now show our dedication by staying at home, protecting the NHS and saving lives.https://twitter.com/TeamGB/status/1242456324174221312 ʉ _"

"This morning, I chaired the first ever video conference Cabinet meeting.
 
We must all do our bit to stop the spread of coronavirus, protect our NHS and save lives. #StayHomeSaveLives
https://www.gov.uk/coronavirus  pic.twitter.com/LkWYYnMXnq"

WATCH LIVE: Health Secretary @MattHancock hosts the #coronavirus press conference (24 March 2020)https://twitter.com/i/broadcasts/1zqJVlNRVqpKB ʉ _

